Article_ID,Coords_Ref,Coords_Impact
T5WQQIMR,"5.573258628725286, 0.5351493858255711
5.7794442057969615, 0.7850712974276018
5.7794442057969615, 0.347707952124048
6.160575120990058, 0.7288388673171448
6.054358308559195, 0.49141305129521545
6.035614165189043, 0.3664520954942003
6.41674508038214, 0.7725752018475004
6.41674508038214, 0.4539247645549112
6.66041894419412, 0.6288701026763325
6.847860377895643, 0.5289013380355202
7.016557668227014, 0.7163427717370433
7.1915030063484355, 0.8600478709082112
6.82286818673544, 1.4473643631729831
1.9681350538659923, 0.7975673930077032
0.16244924254132, 2.222122289139279
","6.616682609663765, 1.1099697825102417
6.572946275133409, 1.022497113449531
6.285536076791074, 0.5976298637260786
6.248047790050769, 0.6601103416265862
5.741955919056657, 0.7038466761569419
5.691971536736251, 0.6975986283668909
2.068103818506805, 0.9475205399689218
1.9243987193356369, 0.9162803010186679
1.9181506715455863, 1.078729543559988
5.998125878448739, 0.7350869151071957
"
AK2QPTSP,"5.303036051717613, 5.913947880223225
5.516505723290992, 5.835301159117244
6.078268016905145, 6.093711814179755
6.02209178754373, 5.992594601329206
6.055797525160579, 5.835301159117244
7.089440145410623, 5.487008537076468
6.49397211417962, 4.678070834272086
6.302972934350807, 4.588188867293822
6.16814998388341, 4.520777392060124
6.651265556391583, 4.060132311296518
4.9884491672936875, 3.5208405094269297
5.022154904910536, 3.1950183791307194
4.9098024461877054, 3.9140741149568368
3.9885122846604935, 3.408488050704098
3.7525721213425483, 3.015254445174191
2.7413999928370716, 2.6894323148779815
2.6290475341142407, 2.7793142818562466
3.24698605708981, 5.251068373758524
2.561636058880542, 5.453302799459619
1.7864040936930095, 6.14988804354117
1.8762860606712741, 6.9363552546009855
2.1459319616060677, 7.0711782050683825
2.977340156155016, 7.520588039959706
5.707504903119804, 7.228471647280345
","5.426623756312727, 7.048707713323816
5.7187401489920875, 6.700415091283041
5.673799165502954, 6.3408872233699825
5.662563919630672, 6.217299518774868
5.033390150782819, 6.498180665581946
4.201981956233872, 5.633066733416149
4.5839803158914965, 5.5319495205656
4.370510644318117, 5.38589132422592
4.5278040865300815, 5.194892144397109
4.628921299380629, 5.09377493154656
3.2919270405789423, 4.352248703975877
1.9661680276495388, 5.958888863712357
6.864735227964961, 5.464538045331902
6.235561459117109, 6.183593781158018
6.291737688478524, 6.037535584818339
6.111973754521995, 5.6105962416715816
5.651328673758389, 5.23983312788624
5.246859822356198, 4.936481489334597
5.920974574693183, 4.5544831296769726
6.213090967372543, 4.711776571888936
6.7748532609866965, 4.711776571888936
6.291737688478524, 3.992720836062819
5.303036051717613, 3.936544606701403
3.8199835965762468, 3.296135591981267
"
8ZK9Y23Z,"1.8738834174727461, 3.4721729907443257
1.8234650295586812, 3.5478005726154227
0.5798114610117466, 4.379703973197494
2.2268121328712005, 3.0772289520841505
","3.5797055418986092, 1.472243603486417
3.0839247274103045, 2.010039741236443
2.915863434363421, 2.236922486849735
2.5545316543126226, 2.7074941073810077
0.873918723843792, 4.228448809455299
"
6YED9NGQ,"0.7837519788947014, 1.3854731026339933
0.7056770691197503, 1.3314212420205656
0.6215963970544183, 1.1962915904869964
0.7777462166043204, 1.0761763446793795
0.9519133230253651, 0.16630335768668017
","0.9579190853157461, 1.145242611018759
0.6846569011034173, 1.9350003522038415
0.3483342128420895, 1.4094961517955165
"
TM96QANX,"1.0619365070550817, 2.7524349626078197
0.7300813486003688, 2.2303161799724047
2.3982066117660596, 2.101998852036582
3.5928851822030263, 1.8630631379491889
2.7698843892353384, 1.6551005719842353
3.5486378277423984, 2.898451232327894
1.132732274192087, 2.221466709080279
2.4114808181042484, 2.703762872701129
2.1946687812471692, 1.1860786147015745
","3.5486378277423984, 1.6020037466314814
3.4424441770368897, 1.49138536047991
2.9114759235093493, 1.58430480484723
2.3318355800751167, 1.5931542757393555
2.0353783051889067, 1.5046595668180989
1.6990984112881309, 1.5887295402932926
1.0752107133932702, 1.5887295402932926
0.7743287030609972, 1.6595253074302982
0.49999510540510095, 1.579880069401167
0.6991082004779289, 2.5444723966428664
0.35397883568502725, 2.6418165764562485
0.9380439145653222, 2.6196928992259347
1.5752058187983713, 2.624117634671997
1.969007273497964, 2.7612844334999456
2.1813945749089805, 2.632967105564123
2.778733860127464, 2.615268163779872
3.0840406059057996, 2.694913401809003
3.389347351684136, 2.624117634671997
"
3IYWFJJ3,"2.1054276188109795, 3.1535150897608317
2.1240597216323156, 3.1845685944630584
2.161323927274988, 3.1659364916417223
2.2855379460838954, 3.122461585058605
2.310380749845677, 3.0789866784754873
2.297959347964786, 3.085197379415933
2.2544844413816683, 3.0976187812968234
2.2544844413816683, 3.0603545756541513
2.248273740441223, 3.0168796690710336
2.217220235738996, 3.0106689681305885
2.19858813291766, 3.0168796690710336
2.093006216930089, 2.9982475662496975
1.4781468238259974, 3.3584682207955283
2.7264977128555166, 2.395809575026497
0.9564479448285866, 2.9299298559047986
1.3166685993744178, 2.4517058834905052
1.7141534595629213, 2.166013640230018
1.9812136000020724, 1.992114013897548
1.906685188716728, 1.7188431725179516
1.5588859360517873, 1.8678999950886406
1.8818423849549464, 1.5387328452450362
1.9998457028234085, 0.8741878446173816
","2.2606951423221138, 3.085197379415933
2.148902525394097, 3.0293010709519246
"
QHMZIR3Q,"4.84205153313955, 6.802896522030606
6.756987167714513, 6.351518836737936
7.098939959602899, 5.243591791019564
6.921124507820938, 5.73600381133884
7.235721076358253, 5.722325699663305
10.231227533300517, 6.091634714902763
11.051914233832646, 6.091634714902763
11.886279046040308, 6.679793516950786
4.185502172713848, 5.640257029610092
1.723442071117467, 5.571866471232415
2.5714849950006644, 6.160025273280438
1.0805708223673005, 6.857608968732747
","3.132287573697618, 6.7481840753284645
2.6398755533783422, 5.626578917934556
1.0805708223673005, 5.913819263120802
5.170326213352401, 5.571866471232415
6.196184589017559, 6.488299953493291
7.468248974842356, 5.079454450913139
8.644566578938404, 6.118990938253832
6.045725360586669, 6.009566044849549
7.249399188033789, 6.296806390035794
8.95916314747572, 6.31048450171133
9.88927474141213, 6.18738149663151
11.585360589178528, 6.433587506791149
"
WYR3MQ3D,"0.7627210237871394, 3.5656830421619925
0.6993640058367699, 3.5754302756928182
0.8675037842435195, 3.5924879343717637
0.4118206166774011, 3.5534990002484594
0.9601025027863671, 3.76306452116122
0.9942178201442583, 3.7557540960131006
0.8431357004164544, 3.7923062217536985
0.8406988920337479, 3.733822820568742
0.7822154908487914, 3.899525790592785
0.5531555028743791, 3.97263004207398
0.472740826245064, 3.9701932336912735
0.3947629579984555, 3.933641107950676
","0.8406988920337479, 3.76306452116122
0.5117297603683683, 3.6022351679025904
"
NI9MBJLQ,"0.4712199729669229, 1.0952713542905588
0.9820080352669462, 1.1492278397447866
0.8704979653282088, 0.8398773231405472
","0.766182093450035, 1.2715292067743698
1.1618629867810388, 1.0089409775637943
0.6618662215718613, 0.9585815911398485
"
SEE7TH55,"0.6897123414088324, 1.0363260968656591
0.5952773997978432, 0.8997326991783352
0.5851593703395229, 0.889614669720015
0.3659353987425835, 0.7749436691923851
0.5059014729160141, 0.3955175645053746
0.35075835455510307, 0.3634771378873603
0.301854545506555, 0.31457332883881234
0.15008410363175081, 0.31625966708186576
","0.5025287964299072, 0.48320715314415036
0.46542935508273287, 0.8052977575673459
0.4519386491383059, 0.7934933898659723
0.41652554603418485, 0.21002035776950273
"
HTKGU9KZ,"8.16757011368087,46.146239170047
7.6959007957127,45.7622951805296
7.76345142667799,45.4530581811966
7.31548408448711,45.2031050093443
6.97062033692748,45.0182672679876
7.14601495767946,45.2014349536797
7.18867851407859,45.4464070773352
7.3261499735869,45.4164674041726
7.39251550576333,44.1829145616586
12.0629898326793,42.1343859822363
12.8813005463905,42.0121097522223
13.0655834080589,42.5251341669099
13.213720756667,42.6664639363227
13.4460001192845,42.7465825685095
13.5408080223937,42.630725586549
13.6450967158138,42.4788270738049
13.4934040708391,42.554822544954
13.3938557725745,42.5312476339715
13.3511922161753,42.5067901758789","8.18653169430274,46.1396702960768
7.72315806785662,45.7441033097544
7.76345142667802,45.3998273896746
7.26808013293256,45.4281124976471
7.15194045162381,45.4497327273036
7.20882519348932,45.2231418534815
7.26096954019937,45.2114545523131
7.01920938727096,45.0341818150785
7.3842198142413,44.1990596186388
12.0440282520575,42.1299916413949
12.8593762187965,42.0112292137161
13.0537324201703,42.5312476339715
13.3665985004306,42.5015480465747
13.3985961677299,42.5574414299971
13.5348825284494,42.5775158972998
13.3618581052751,42.5618059941678
13.2196462506113,42.6455464185428
13.4685169962729,42.7952998003364
13.5716205909042,42.6333412839943"
55UH2VQI,"9.024653754490531, 4.044470816096224
6.880675238230349, 5.365759901698428
7.2047650139440975, 6.587329056311788
7.578714755152269, 8.083128021144471
10.76975254679533, 5.764639625653812
12.240621528880803, 6.711978970047845
19.34566661183605, 11.89741538146782
19.495246508319322, 10.15231658916302
19.32073662908884, 8.157917969386107
22.41205448974306, 2.673321764999597
23.259673903148247, 2.8727616269772867
23.808133523586896, 3.3464312991743053
17.251548061070295, 7.36015852147534
17.251548061070295, 6.562399073564575
17.226618078323085, 5.540269780928908
","19.34566661183605, 5.490409815434485
18.423257250189234, 5.116460074226314
17.226618078323085, 4.218980695326703
21.115695386888067, 0.9032929899475862
22.43698447249027, 1.0279429036836434
23.63362364435642, 1.5764025241222945
15.855469027226457, 5.664919694664965
15.830539044479245, 6.537469090817365
15.481519286018285, 8.25763790037495
13.138100907780414, 6.936348814772747
13.811210441955122, 5.066600108731891
13.886000390196756, 1.6013325068695048
12.614571270088975, 0.4794832832449923
12.04118166690311, 2.1996520928025807
11.991321701408689, 4.094330781590646
"
7RMM33AE,"5.763465630246456, 1.5818718949983248
1.0216547938009133, 2.703471179497154
4.0755142317927735, 3.6473913694219107
","8.08439880312027, 1.326458196548097
4.375347703886519, 5.024404352370968
1.2215437751967442, 3.0699343120561773
"
AV9QISS7,"39,5531140806555; 88,37251278627585
15,776803931047981; 36,15351385956777","14,887969906763585; 54,93013262257558
39,886426839762144; 91,03901485912903"
HFXH6AIA,"6.402947267551729, 12.55438030583353
6.926608382370086, 11.745085855659704
7.450269497188443, 10.626355292184124
7.593086164866176, 9.8170608420103
7.783508388436488, 9.507624728708542
7.926325056114222, 8.960160835943897
7.99773338995309, 8.626921944695852
8.021536167899377, 7.603402493005427
8.069141723791954, 7.2463608238110915
8.16435283557711, 6.579883041315001
10.47322229636714, 1.4146802269702972
10.616038964044876, 1.2242580033999857
10.877869521454052, 1.0576385577759637
","9.83054729181734, 2.604819124284746
10.187588961011672, 1.8431302300034997
10.044772293333939, 4.485238582041574
9.949561181548782, 5.127913586591374
9.306886176998981, 5.127913586591374
8.354775059147425, 6.199038594174378
"
75KVPGLM,"1.588892023129081, 7.321395143024985
1.7669575084797537, 7.143329657674312
1.945022993830427, 7.020053552431539
4.328361028524048, 2.1437987228284956
4.479031823820772, 2.0068252725587477
4.58861058403657, 1.9109438573699236
","1.9587203388574017, 5.800989845030777
1.8354442336146282, 5.55443763454523
1.8080495435606785, 5.3626748041675825
2.1504831692350495, 4.623018172710942
2.177877859288999, 4.4586500323872436
2.287456619504798, 4.30797923709052

"
CYTLSEWW,"50.57521236576287, 40.485146995764254
52.51764584211508, 39.04630738365151
40.43139310036805, 35.37726637276402
48.776662850621946, 32.35570318732725","33.81273088464943, 38.974365403045866
54.60396327967855, 37.46358381032749
57.91329438753787, 33.43483289641181
69.0643013814116, 10.845050986241768
"
5DL5SSH6,"39.60591133004925, 61.05010212663703
40.88669950738916, 59.27670311185871
38.029556650246306, 51.98606271777005
30.049261083743843, 55.237294244863634","23.448275862068964, 59.57226961432177
42.364532019704434, 57.99591493451881
47.48768472906404, 53.66093956506069
58.32512315270935, 29.621530698065612"
WUR4F5WU,"39.60591133004925, 61.05010212663703
40.88669950738916, 59.27670311185871
38.029556650246306, 51.98606271777005
30.049261083743843, 55.237294244863634","23.448275862068964, 59.57226961432177
42.364532019704434, 57.99591493451881
47.48768472906404, 53.66093956506069
58.32512315270935, 29.621530698065612"
WPAMKD82,"14.785454545454542, 61.40277812228699
15.130909090909089, 60.15914175865061
14.578181818181815, 58.70823266774152
15.890909090909089, 58.639141758650624
35.23636363636363, 12.900959940468805
33.992727272727265, 12.900959940468805
33.57818181818181, 11.173687213196086
35.37454545454545, 11.519141758650628
85.60363636363635, 14.766414485923358
86.98545454545453, 15.042778122286991
84.63636363636361, 17.80641448592336
85.87999999999998, 18.220959940468806","19.34545454545454, 51.10823266774153
17.825454545454544, 50.55550539501425
18.79272727272727, 49.79550539501425
19.41454545454545, 49.51914175865061
20.45090909090909, 34.18095994046881
22.109090909090902, 32.315505395014256
22.730909090909087, 33.420959940468805
23.629090909090905, 34.04277812228699
29.985454545454537, 35.97732357683244
31.021818181818176, 36.25368721319607
31.090909090909083, 35.21732357683244
27.22181818181818, 27.75550539501426
28.1890909090909, 28.031869031377898
28.39636363636363, 27.2718690313779
33.094545454545454, 22.36641448592335
31.9890909090909, 20.915505395014264
31.090909090909083, 21.468232667741535
31.021818181818176, 20.224596304105173
36.34181818181817, 22.090050849559717
36.5490909090909, 23.540959940468802
37.72363636363635, 24.02459630410517
37.23999999999999, 24.853687213196082
34.54545454545454, 30.657323576832443
35.44363636363635, 30.86459630410517
35.58181818181817, 32.10823266774153
56.23999999999999, 24.09368721319608
58.79636363636362, 20.086414485923353
57.34545454545453, 19.050050849559724
58.10545454545453, 17.460959940468808
45.25454545454545, 37.01368721319608
45.04727272727272, 39.708232667741534
46.01454545454545, 41.57368721319608
44.425454545454535, 42.33368721319608
65.29090909090908, 23.679141758650623
65.84363636363635, 23.40277812228699
66.53454545454544, 23.40277812228699
65.70545454545453, 38.879141758650626
66.74181818181818, 38.94823266774153
67.15636363636362, 39.84641448592335"
WLSA3B2D,"14.785454545454542, 61.40277812228699
15.130909090909089, 60.15914175865061
14.578181818181815, 58.70823266774152
15.890909090909089, 58.639141758650624
35.23636363636363, 12.900959940468805
33.992727272727265, 12.900959940468805
33.57818181818181, 11.173687213196086
35.37454545454545, 11.519141758650628
85.60363636363635, 14.766414485923358
86.98545454545453, 15.042778122286991
84.63636363636361, 17.80641448592336
85.87999999999998, 18.220959940468806","19.34545454545454, 51.10823266774153
17.825454545454544, 50.55550539501425
18.79272727272727, 49.79550539501425
19.41454545454545, 49.51914175865061
20.45090909090909, 34.18095994046881
22.109090909090902, 32.315505395014256
22.730909090909087, 33.420959940468805
23.629090909090905, 34.04277812228699
29.985454545454537, 35.97732357683244
31.021818181818176, 36.25368721319607
31.090909090909083, 35.21732357683244
27.22181818181818, 27.75550539501426
28.1890909090909, 28.031869031377898
28.39636363636363, 27.2718690313779
33.094545454545454, 22.36641448592335
31.9890909090909, 20.915505395014264
31.090909090909083, 21.468232667741535
31.021818181818176, 20.224596304105173
36.34181818181817, 22.090050849559717
36.5490909090909, 23.540959940468802
37.72363636363635, 24.02459630410517
37.23999999999999, 24.853687213196082
34.54545454545454, 30.657323576832443
35.44363636363635, 30.86459630410517
35.58181818181817, 32.10823266774153
56.23999999999999, 24.09368721319608
58.79636363636362, 20.086414485923353
57.34545454545453, 19.050050849559724
58.10545454545453, 17.460959940468808
45.25454545454545, 37.01368721319608
45.04727272727272, 39.708232667741534
46.01454545454545, 41.57368721319608
44.425454545454535, 42.33368721319608
65.29090909090908, 23.679141758650623
65.84363636363635, 23.40277812228699
66.53454545454544, 23.40277812228699
65.70545454545453, 38.879141758650626
66.74181818181818, 38.94823266774153
67.15636363636362, 39.84641448592335"
LB6D8IA9,"13.246189344434365, 8.57551144283116
13.145687149104816, 7.670991684865233
12.58287485525935, 7.228782025415223
12.60297529432526, 6.846873683162943
13.205988466302545, 6.3041618283833865","10.95473929092068, 9.982542177444826
11.095442364382047, 10.464952715026653
11.497451145700236, 10.26394832436756
10.733634461195674, 11.027765008872121
10.07031997202066, 10.766459301015296"
9JM3IXU4,"4.03399433427762, 5.987183365879151
4.60056657223796, 6.395115377210595
4.0113314447592066, 6.508429824802662
4.147308781869688, 7.0976649522814155
4.373937677053824, 7.641574300723343
4.849858356940509, 7.913528974944307
9.450424929178471, 8.729392997607196
9.450424929178471, 9.159987898457054
9.26912181303116, 9.681234357380566
9.110481586402265, 10.111829258230424","14.413597733711049, 13.17131934321626
14.798866855524077, 13.465936906955635
15.614730878186968, 13.624577133584532
16.27195467422096, 12.7407244423664
16.543909348441925, 12.378118210071785
16.249291784702546, 12.083500646332407
15.864022662889518, 11.448939739816826
18.832861189801697, 6.327126708655355
18.900849858356942, 5.828543139250256
20.237960339943342, 5.375285348881984
19.512747875354105, 4.763387331884817"
R4KI87BC,"27.016549090937353, 41.010079264482776
34.189908677151756, 41.19640029269614","17.607337166162623, 47.06551268141702
19.28422642008287, 53.307267126564625
25.060178294697067, 63.8344052206195"
CLFF7A6E,"60.85663593184115, 33.70020463483023
72.24429617663236, 31.49614136164483
74.0197915911428, 33.638980655019516","39.85681085676921, 26.292103077734875
43.40780168579012, 28.9247342095952
75.55039108641044, 35.90426790801562
"
QHGLSLGA,"531.3964871123394, 228.73084419622757
527.4406819973592, 234.00525101620107
511.61746153743843, 248.50986977112848
549.856910982247, 249.82847147612193
548.5383092772536, 276.20050557598984
568.3173348521545, 280.15631069097003
581.5033519020885, 293.34232774090395
584.1405553120753, 305.20974308584454
588.0963604270556, 319.714361840772
614.4683945269234, 321.03296354576537
609.1939877069499, 256.4214800010889
507.6616564224582, 321.03296354576537
508.9802581274516, 343.44919253065314
518.2104700624054, 365.86542151554096
503.70585130747804, 364.5468198105475
487.88263084755727, 365.86542151554096
526.1220802923658, 386.96304879543527
577.5475467871084, 381.68864197546174
607.8753860019565, 409.37927778032315
704.1333104664745, 442.344320405158
528.7592837023526, 410.69787948531643
516.891868357412, 431.79550676521086
490.519834257544, 431.79550676521086
495.79424107751765, 452.89313404510517
589.4149621320489, 458.16754086507876
597.3265723620093, 473.99076132499954
581.5033519020885, 477.94656643997973
577.5475467871084, 492.45118519490717
566.9987331471611, 485.8581766699401
566.9987331471611, 473.99076132499954
556.449919507214, 459.4861425700722
640.8404286267914, 510.9116090648147
619.7428013468971, 516.1860158847884
611.8311911169367, 516.1860158847884
569.6359365571479, 538.602244869676
534.0336905223262, 525.4162278197422
609.1939877069499, 561.0184738545638
643.4776320367782, 563.6556772645507
644.7962337417715, 543.8766516896497
650.0706405617452, 582.1161011344582
607.8753860019565, 675.7368221889894
623.6986064618773, 674.418220483996
531.3964871123394, 753.5343227836","544.5825041622734, 212.9076237363068
486.56402914256387, 255.10287829609547
541.9453007522866, 265.6516919360427
570.9545382621412, 310.4841499058182
514.2546649474252, 334.21898059569946
499.7500461924978, 360.59101469556737
461.5105967476893, 357.9538112855805
452.2803848127355, 347.4049976456334
502.38724960248464, 380.3700402704683
527.4406819973592, 376.4142351554881
561.7243263271876, 369.82122663052115
519.5290717673988, 412.01648119030983
518.2104700624054, 425.20249824024387
519.5290717673988, 438.38851529017785
473.37801209262983, 456.8489391600854
498.4314444875045, 473.99076132499954
498.4314444875045, 505.63720224484103
531.3964871123394, 487.1767783749335
528.7592837023526, 481.90237155496
547.2197075722602, 479.26516814497313
557.7685212122074, 479.26516814497313
555.1313178022206, 459.4861425700722
573.5917416721281, 464.76054939004575
603.9195808869763, 470.0349562100194
588.0963604270556, 499.0441937198741
640.8404286267914, 489.8139817849203
569.6359365571479, 437.06991358518434
565.6801314421679, 430.4769050602174
628.9730132818509, 377.7328368604815
729.1867428613491, 422.565294830257"
